id,Languages_Spoken
49793,Japanese;Somali;Swahili;English;Spanish;Marathi;Hindi
49794,English;Spanish;Marathi;Amharic;And
49795,Chinese
49796,English;Spanish;Marathi
49797,Somali;Hindi
49798,English;Spanish;Marathi;Hindi;Logu;German
49799,Urdu;Japanese;Somali;Swahili;Turkish;English;Spanish;Hindi;Vietnamese
49800,Lahnda;English;Chinese
49801,Somali;Swahili;English;Chinese;Amharic;Arabic
49802,Lahnda;English;Chinese;Marathi;Hindi;Amharic
49803,Swahili;English;Chinese;Spanish;Hindi
49804,Chinese;Kotlin;Hindi;Amharic
49805,Japanese;Somali;Swahili;English;Chinese;Spanish;Scala;Amharic;German
49806,Lahnda;English;Chinese;Spanish;Marathi;Hindi;Amharic
49807,Lahnda;English;Chinese;Spanish;Marathi;Amharic
49808,Lahnda;Japanese;Somali
49809,Japanese;Somali;Spanish
49810,English;Spanish;Marathi;Hindi;Bow
49811,Lahnda;Japanese;Somali;English;Chinese;Spanish
49812,Somali;Swahili;English;Spanish;Marathi;Amharic
49813,English;Chinese;Spanish;Marathi
49814,Swahili;English;Spanish;Amharic;Arabic;French
49815,English;Spanish;Marathi;Amharic
49816,Somali;Spanish
49817,Clojure;English;Chinese;Spanish;Hindi;German
49818,Lahnda;Somali;Swahili;English;Chinese;Spanish;Marathi;Amharic;German
49819,Lahnda;Japanese;Somali;English;Chinese;Russian;Amharic
49820,Lahnda;Swahili;Chinese;Kotlin;Hindi;Amharic
49821,English;Spanish
49822,Swahili;Turkish;Spanish;Marathi;German
49823,Lahnda;Swahili;Amharic
49824,Lahnda;Chinese;Amharic
49825,Lahnda;Japanese;Somali;English;Chinese;Spanish;Hindi;Logu;Amharic;French
49826,English;Spanish
49827,Swahili;English;Spanish;Hindi;Russian;Amharic;German
49828,Lahnda;English;Spanish;Hindi;Amharic
49829,Lahnda;Chinese;Hindi;Amharic;French
49830,Lahnda;Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic;German;Arabic
49831,Lahnda;Turkish;English;Hindi;Vietnamese;Amharic;French
49832,English;Spanish;Amharic
49833,Lahnda;Chinese;Spanish;Amharic
49834,Swahili;English;Chinese;Spanish;Kotlin;Amharic
49835,Spanish;Marathi;Amharic
49836,Lahnda;Swahili;Turkish;Chinese;Spanish;Hindi;Vietnamese;Amharic
49837,Chinese;Vietnamese
49838,Japanese;Somali;English;Chinese;Hindi
49839,Lahnda;Turkish;English;Chinese;Spanish
49840,Swahili
49841,Lahnda;Swahili;English;Chinese;Spanish;Kotlin;Amharic;German
49842,Chinese;Spanish;Hindi;Amharic
49843,Swahili;English;Chinese;Spanish;Japanese;Amharic
49844,Somali;Clojure;English;Spanish;Hindi
49845,Urdu
49846,English;Spanish;Hindi;Amharic
49847,Lahnda;Chew
49848,English;Spanish
49849,Lahnda;Japanese;Somali
49850,English;Spanish;German
49851,Hindi
49852,Somali;Swahili;English;Spanish;Marathi;Amharic
49853,Chinese;Hindi
49854,Lahnda;Chinese;Hindi;Amharic
49855,Swahili;English;Spanish;Amharic;German
49856,Lahnda;Swahili;Chinese;Kotlin;Japanese;And;German
49857,Chinese;German
49858,Japanese;Somali;English;Chinese;Spanish;Vietnamese
49859,Urdu;Lahnda;Japanese;Somali;Chinese
49860,Lahnda;English;Chinese;Spanish;Marathi;Amharic;And
49861,Hindi;Amharic
49862,Lahnda;Swahili;Spanish;Amharic;German
49863,Japanese;Swahili
49864,Lahnda;English;Spanish;Marathi;Amharic
49865,Lahnda;English;Chinese;Spanish;Marathi;Amharic
49866,Lahnda;Somali;English;Spanish;Marathi;Logu;Amharic;German;Korean;French
49867,Swahili;English;Spanish;Marathi;Hindi;Amharic
49868,English;Spanish
49869,Lahnda;Swahili;Spanish;Hindi;Amharic
49870,Lahnda;Turkish;English;Spanish;Vietnamese;Scala;Amharic
49871,Lahnda;Japanese;English;Chinese;Spanish;Hindi;Amharic
49872,Urdu;Lahnda;Japanese;Turkish;Chinese;Kotlin;Hindi
49873,Vietnamese
49874,Urdu;English;Hindi
49875,Urdu;Lahnda;Japanese;Chinese;Marathi
49876,Urdu;Lahnda;Somali;Swahili;Telugu;English;Chinese;Spanish;Kotlin;Marathi;Hindi;Russian;Vietnamese;Logu;Amharic
49877,English;Chinese;Spanish;Hindi;German
49878,Swahili;Hindi
49879,Swahili;English;Spanish;Marathi;Amharic
49880,Lahnda;Japanese;Somali;English;Chinese;Spanish;Hindi;Amharic
49881,English;Spanish;Hindi;Amharic
49882,Swahili;Turkish;English;Chinese;Spanish;Marathi;Amharic
49883,Swahili;French
49885,Lahnda;Swahili;Thart;English;Spanish;Kotlin;Marathi;Amharic;German;Arabic
49886,Swahili;Telugu;English;Spanish;Amharic;German;Korean
49887,Lahnda;Japanese;Somali;Hindi;Russian;Amharic
49888,Swahili;Amharic;Arabic
49889,Lahnda;Swahili;Chinese;Hindi
49890,English;Spanish
49891,English;Spanish;Vietnamese
49892,English;Chinese;Spanish;Hindi;German
49893,English;Chinese;Spanish;Amharic
49894,Swahili;English;Spanish;Japanese;Marathi
49895,English;Spanish
49896,English;Spanish;German
49897,English;Spanish;Hindi;Bow
49898,Lahnda;English;Spanish;Amharic;French
49899,Lahnda;Swahili;English;Spanish;Amharic
49900,Lahnda;Swahili;English;Chinese;Spanish;Amharic
49901,English;Chinese;Spanish;Amharic
49902,Swahili;English;Spanish;Amharic;German
49903,Lahnda;Japanese;English;Chinese;Spanish;Hindi;Vietnamese
49904,English;Spanish;Marathi;Amharic
49905,Swahili;Chinese;Hindi
49906,Lahnda;Japanese;Somali;Swahili;English;Spanish;Marathi;Hindi
49907,Lahnda;Japanese;Somali;Clojure;English;Chinese;Spanish;Hindi;Vietnamese;Amharic
49908,Lahnda;Japanese;English;Spanish;Marathi;Hindi
49909,Swahili;English;Chinese;Spanish
49910,Japanese;Somali;Hindi
49911,Chinese;Japanese;And
49912,English;Chinese;Spanish;Marathi;Amharic
49913,English;Chinese;Spanish;Marathi;Amharic
49914,Somali;Swahili;Thart;English;Chinese;Spanish;Marathi;Amharic
49915,English;Spanish;German
49916,English;Spanish;Marathi;Amharic
49917,Bow
49918,English;Chinese;Spanish;Kotlin;Marathi;Amharic;German
49919,Japanese;Swahili
49920,Lahnda;English;Spanish;Marathi;Hindi;Amharic
49921,Somali;English;Chinese;Spanish;Marathi;Hindi;German;French
49922,Lahnda;Japanese;Somali;Thart;Turkish;English;Chinese;Spanish;Marathi;Hindi;Amharic
49923,English;Spanish;German
49924,English;Spanish;Hindi
49925,Lahnda;Swahili;English;German
49926,Scala
49927,Urdu;English;Spanish;Marathi;German
49928,Lahnda;English;Spanish;Hindi;Bow
49929,Lahnda;Japanese;Somali;English;Chinese;Spanish;Hindi;Amharic
49930,Swahili;Chinese;Hindi;Amharic
49931,Swahili;English;Spanish;Amharic;German
49932,Lahnda;Japanese;Somali;Hindi;Logu;French
49933,Swahili;English;Spanish;Amharic;German;Arabic
49934,Lahnda;Japanese;And
49935,Lahnda;English;Spanish;Marathi;Hindi;Amharic
49936,Swahili;English;Chinese;Spanish
49937,English;Chinese;Spanish
49938,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Hindi;Russian;Amharic;Arabic
49939,English;Spanish;Marathi;And;German
49940,Lahnda;English;Spanish;Marathi
49941,Lahnda;Somali;English;Chinese;Spanish;Marathi;Hindi;Vietnamese;Scala;Amharic
49942,Lahnda;English;Chinese;Spanish;Marathi;Amharic
49943,English;Spanish
49944,English;Chinese;Spanish;Marathi;Amharic
49945,Lahnda;Chinese;Hindi;Amharic
49946,Swahili;English;Chinese;Spanish;Marathi;Amharic;German
49947,Lahnda;Swahili;Chinese;Hindi;Scala;Amharic
49948,Lahnda;Swahili;English;Spanish;Amharic;Arabic
49949,Lahnda;English;Spanish;French
49950,Urdu;Somali;Swahili;English;Chinese;Spanish;German
49951,Lahnda;English;Chinese;Spanish;French
49952,Lahnda;Swahili;Telugu;Amharic
49953,Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic
49954,Chinese
49955,Urdu
49956,English;Chinese;Spanish;Kotlin;Amharic;German
49957,Urdu;Turkish;English;Spanish;Japanese;German
49958,Swahili;English;Spanish;German
49959,Hindi
49960,Somali;Swahili
49961,Lahnda;Somali;English;Chinese;Spanish;Marathi;Amharic
49962,Swahili;Turkish;Chinese;Spanish;Kotlin;Marathi;Hindi;Vietnamese;Amharic;German
49963,Lahnda;Turkish;Spanish;Hindi;Vietnamese;Amharic
49964,English;Chinese;Spanish;Amharic
49965,Chinese;Spanish;Marathi;German
49966,Swahili;English;Hindi;Amharic
49967,Lahnda;Japanese;English;Chinese;Spanish;Kotlin;Hindi;Logu;Amharic
49968,English;Chinese;Spanish;Marathi;Amharic;German
49969,English;Chinese;Spanish;Amharic;French
49970,Urdu;Somali;English;Hindi
49971,Urdu;Lahnda;Japanese;Turkish;English;Chinese;Spanish;Kotlin;Hindi;Amharic;French
49972,English;Spanish;Marathi;Amharic
49973,English;Chinese;Spanish;Hindi;Vietnamese;Amharic;German
49974,Lahnda;Japanese;Somali;Swahili;Telugu;English;Spanish;Hindi;Amharic;German
49975,Japanese;English;Arabic
49976,Lahnda;Japanese;Somali;Swahili;Turkish;English;Chinese;Spanish;Kotlin;Japanese;Logu;Scala;Amharic;And;German;Korean
49977,English;Spanish;Marathi
49978,Lahnda;Somali;Swahili;English;Chinese;Spanish;Hindi;Vietnamese;Amharic;Arabic
49979,Lahnda;Japanese;Amharic
49980,Hindi;Russian;Amharic
49981,Lahnda;Somali;Turkish;Chinese;Hindi;Amharic;French
49982,Hindi;French
49983,Chinese;Spanish
49984,Swahili;English;Spanish;Amharic
49985,English
49986,Japanese;Somali;Spanish;Hindi
49987,Lahnda;Japanese;Turkish;Hindi;Amharic
49988,Lahnda;Hindi
49989,Somali;English;Spanish;Marathi;Amharic
49990,Spanish;Marathi
49991,English;Chinese;Spanish;Kotlin;Marathi;Amharic
49992,Chinese
49993,English;Spanish;German
49994,English;Spanish;Hindi;Amharic
49995,Lahnda;Clojure;English;Spanish;Vietnamese;German
49996,Hindi;Russian;Amharic
49997,Urdu;Swahili;English;Spanish;Amharic;Arabic
49998,Urdu;Japanese;Somali
49999,Lahnda;Swahili;Spanish;Marathi;Amharic;German
50000,Swahili;English;Spanish;Amharic;German
50001,Lahnda;Turkish;English;Spanish;Marathi;German;French
50002,Japanese;Somali;Hindi;Arabic
50003,Chinese;Kotlin
50004,Lahnda;Swahili;Marathi;Amharic
50005,Swahili;English;Chinese;Spanish;Marathi;Amharic
50006,Lahnda;English;Chinese;Spanish;Hindi;Amharic
50007,English;Spanish;Vietnamese
50008,Hindi;Bow
50009,Thart;Chinese;Spanish;Kotlin;Japanese;And
50010,Swahili;Turkish;English;Chinese;Spanish;Scala;German
50011,Japanese;Somali;Chinese;Kotlin;Marathi;Amharic
50012,Lahnda;Hindi;Logu
50013,Japanese;Somali;English;Chinese;Hindi;Amharic
50014,Lahnda;English;Spanish;Hindi;Amharic;French
50015,English;Spanish;German
50016,Chinese;Marathi;Amharic
50017,Urdu;Lahnda;Japanese;Somali;English;Spanish;Marathi;Hindi;Amharic;Arabic;French
50018,Chinese;Hindi;Scala;Amharic
50019,Chinese;Amharic
50020,Urdu;Lahnda;Japanese;Somali;Hindi;French
50021,Lahnda;Chawl;Erlang;English;Spanish;Hindi;Amharic
50022,Swahili
50023,Bow
50024,Amharic
50025,Swahili
50026,English;Spanish;Marathi;Amharic
50027,Lahnda;Somali;Hindi
50028,Lahnda;English;Chinese;Spanish;Amharic
50029,English;Spanish;Marathi;Amharic;German
50030,Somali;Hindi;French
50031,Lahnda;Swahili;Scala
50032,Swahili;English;Spanish;Amharic;German
50033,Turkish;Chinese;Spanish;Marathi;Hindi
50034,Urdu;Lahnda;Japanese;Somali;Thart;English;Chinese;Spanish;Marathi;Hindi;Vietnamese;Amharic
50035,Lahnda;English;Chinese;Spanish;Hindi;Amharic
50036,English
50037,English;Spanish
50038,Lahnda;English;Chinese;Hindi
50039,Lahnda;Swahili;English;Chinese;Spanish;Hindi;Amharic;Arabic
50040,Chinese;Spanish;Hindi
50041,Japanese;Somali;Chinese;Spanish;Hindi;Amharic
50042,Thart;English;Spanish;Marathi;Vietnamese;German
50043,Urdu;Lahnda;Japanese;Somali;Swahili;Erlang;Telugu;English;Chinese;Spanish;Hindi;Russian;Vietnamese;Logu;Amharic;German;Korean
50044,Hindi
50045,English;Spanish
50046,Lahnda;Japanese;English;Spanish;Hindi;Amharic;German
50047,Chinese
50048,Somali;Chinese;Spanish;Marathi;Hindi;Amharic
50049,Lahnda;Hindi;Amharic;Arabic
50050,Lahnda;Hindi;Amharic
50051,Lahnda;Turkish;English;Chinese;Spanish;Hindi;Vietnamese;Amharic;German
50052,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Hindi;Russian;Amharic;German
50053,English;Chinese;Spanish;Amharic;German
50054,Japanese;Swahili;English;Spanish;Amharic;French
50055,Lahnda;English;Spanish;Marathi;Amharic
50056,Japanese;Somali;English;Chinese;Marathi;Amharic
50057,English;Spanish;Marathi;Vietnamese;Amharic;German
50058,Somali;Swahili;English;Spanish;Marathi;Amharic;German;Arabic
50059,Somali;Marathi
50060,English;Chinese;Spanish
50061,Swahili;English;Chinese;Amharic
50063,And
50064,Lahnda;Japanese;Spanish;Hindi;French
50065,Lahnda;English;Chinese;Spanish;Hindi;Russian;Scala;Amharic
50066,English;Spanish;Hindi;Vietnamese;German
50067,English;Spanish;Hindi
50068,Swahili;Chinese;Spanish;Amharic
50069,Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Vietnamese;Amharic;French
50070,English;Chinese;Spanish;Amharic
50071,Lahnda;Japanese;Somali;English;Spanish;Marathi;Amharic;German
50072,Thart;Spanish;And
50073,Swahili;English;Spanish;Marathi;Scala;Amharic;German
50074,Lahnda;Somali;Swahili;English;Spanish;Hindi;Amharic;German
50075,Japanese;Somali;Swahili;English;Spanish;Marathi;Hindi;Amharic;German;French
50076,Swahili;English;Spanish;Hindi;Amharic
50077,English;Spanish;Marathi
50078,Lahnda;Spanish;And;German
50079,Urdu;Somali;English;Chinese;Spanish;Marathi;Hindi;Amharic;German
50080,Hindi;Russian;Amharic
50081,Lahnda;Swahili;English;Spanish;Amharic;German
50082,Swahili;English;Chinese;Spanish;Amharic
50083,Japanese;Somali;English;Chinese;Spanish;Amharic
50084,Lahnda;Turkish;English;Chinese;Spanish;Russian;Vietnamese
50085,Lahnda;Somali;Swahili;Turkish;Chinese;Marathi;Hindi;Scala;Amharic
50086,Spanish;Vietnamese;Amharic;German
50087,Chinese;Hindi;Scala
50088,English;Spanish;Hindi;German;French
50089,Swahili;English;Spanish;Marathi;Amharic
50090,Chinese;Scala;Amharic
50091,Lahnda;English;Spanish;Marathi;Hindi;Amharic
50092,Somali;Turkish;English;Chinese;Spanish;Hindi;Russian;Amharic
50093,Japanese;Somali;Swahili;English;Spanish;Marathi;Amharic
50094,Japanese;And
50095,Lahnda;Japanese;Somali;Swahili;English
50096,Somali;Swahili;English;Spanish;Amharic;German
50097,Spanish
50098,Swahili;Telugu
50099,Somali;Swahili;Chinese
50100,English;Spanish;Marathi;German
50101,Swahili;English;Chinese;Spanish;Marathi;Amharic
50102,Urdu;Japanese;Kotlin;German
50103,Japanese;Amharic;French
50104,English;Spanish;Vietnamese;Amharic
50105,Swahili;Chinese;Hindi;Vietnamese;Amharic
50106,English;Hindi
50107,English;Vietnamese
50108,Hindi
50109,Lahnda;Chinese;Spanish;Amharic;German
50110,Swahili;English;Spanish;Hindi;Amharic;German
50111,Swahili;English;Spanish
50112,Lahnda;English;Chinese;Spanish
50113,Spanish;Logu;German
50114,Urdu;Lahnda;Japanese;Somali;Chinese;Hindi;Vietnamese
50115,Swahili;Hindi
50116,Hindi
50117,English;Chinese;Spanish
50118,Lahnda;Swahili;Turkish;Amharic
50119,Lahnda;English;Chinese;Spanish;Marathi;Hindi;Amharic
50120,Lahnda;Japanese;Spanish;Japanese;Hindi;And
50121,English;Chinese;Spanish
50122,Japanese;Swahili;English;Spanish;Amharic;German
50123,Lahnda;Japanese;Somali;Swahili;English;Chinese;Amharic;French
50124,Lahnda;Swahili;English;Spanish;Marathi;Amharic;German;Arabic
50125,Lahnda;Somali;Swahili;English;Spanish;Marathi;Vietnamese;Amharic
50126,Lahnda;Somali;Swahili;Turkish;Chinese;Hindi;Logu;Korean;French
50127,English;Chinese;Amharic;German
50128,Swahili;English;Spanish;Hindi;Amharic;Arabic
50129,Lahnda;Japanese;Hindi;Amharic
50130,Urdu;Lahnda;Arabic
50131,Lahnda;Hindi
50132,Lahnda;Somali;Swahili;English;Chinese;Hindi;Amharic
50133,Lahnda;English;Spanish;Hindi;Vietnamese
50134,Somali;English;Marathi
50135,Japanese;Somali;Swahili;Thart;English;Chinese;Spanish;Marathi;Amharic;German
50136,Lahnda;English;Spanish;Marathi;Hindi;And
50137,Lahnda;English;Chinese;Spanish;Hindi;Amharic
50138,Swahili;English;Spanish;Amharic
50139,Japanese;Somali;Chinese
50140,Chinese;Spanish;Kotlin;Japanese;And
50141,English;Spanish;Marathi;Hindi;Vietnamese;Amharic
50142,English;Chinese;Spanish;Amharic
50143,English;Spanish;Amharic
50144,Lahnda;Somali;Swahili;German
50145,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic
50147,Lahnda;Japanese;Clojure;Chawl;Turkish;Chinese;Spanish;Vietnamese;Amharic
50148,Somali;Swahili;English;Spanish;And;German
50149,Lahnda;Chinese;Spanish;Kotlin;Vietnamese
50150,English;Spanish;Marathi;Amharic
50151,Lahnda;Japanese;Swahili;English;Spanish;Marathi;Amharic;French
50152,Japanese;Somali;English;Amharic
50153,Lahnda;Chinese;Kotlin;Hindi
50154,English;Chinese;Spanish;Hindi;Amharic
50155,English;Spanish;Marathi;German
50156,English;Spanish;Marathi
50157,Swahili;English;Spanish;Hindi;Amharic;German
50158,Japanese;Swahili
50159,Swahili;English;Spanish;Marathi
50160,Lahnda;Japanese;Japanese;Hindi
50161,Lahnda;Swahili;Kotlin;Logu
50162,Lahnda
50163,Lahnda;Somali;Swahili;English;Spanish;Russian;Amharic;And;German
50164,Chawl;Erlang;English;Chinese;Spanish;Amharic
50165,Thart;English;Spanish;Hindi;Amharic
50166,Swahili;English;Spanish
50167,Vietnamese
50168,English;Spanish
50169,Swahili;English;Spanish;Marathi
50170,Lahnda;English;Spanish;Hindi
50171,Lahnda;English;Chinese;Spanish;Marathi;Hindi;Amharic;German
50172,Arabic
50173,Lahnda;English;Hindi;Russian;Amharic
50174,Spanish;Marathi;German
50175,Lahnda;Turkish;Chinese;Kotlin;Hindi
50176,English;Spanish;Marathi
50177,Lahnda;Spanish;Hindi;Logu
50178,Urdu;Lahnda;English;Chinese;Spanish;Amharic;Arabic
50179,Lahnda;Chinese;Kotlin;Hindi;Amharic
50180,Somali;Hindi;Amharic
50181,Turkish;English;Chinese;Spanish;Marathi;Hindi;Scala;Amharic;German
50182,English;Spanish;Marathi;Amharic;German
50183,Swahili;English;Spanish;Hindi;Amharic
50184,Lahnda;English;Spanish;Hindi;Vietnamese;Amharic
50185,English;Spanish;Marathi;Hindi;Amharic
50186,Lahnda;Swahili;Spanish;Hindi;Amharic;German
50187,Urdu;Lahnda;Japanese;Somali;Turkish;English;Chinese;Spanish;Marathi;Hindi;Vietnamese;Amharic
50188,Lahnda;Somali;Chinese;Spanish;Marathi;Vietnamese;Amharic
50189,Lahnda;English;Spanish;Marathi;Hindi;Amharic;German
50190,Lahnda;Turkish;English;Spanish;Marathi;Hindi
50191,Swahili;English;Amharic;French
50192,Spanish;German
50193,Japanese;English;Amharic
50194,English;Chinese;Spanish;Chew
50195,English;Chinese;Hindi
50196,Lahnda;Chinese;Spanish;Hindi
50197,English;Chinese;Spanish;Kotlin;Hindi;Amharic;German
50198,English;Spanish;Marathi
50199,Lahnda;English;Spanish;German
50200,Somali;Swahili;English;Spanish;Hindi
50201,Japanese;Somali;English;Chinese;Spanish;Hindi;Scala;Amharic
50202,Spanish;French
50203,Swahili
50204,Chawl
50206,English;Spanish;Marathi
50207,Lahnda;English;Spanish;Marathi;Amharic;German
50208,Lahnda;English;Spanish;Amharic
50209,English;Spanish;Kotlin;Hindi
50210,Lahnda;Turkish;English;Spanish;Vietnamese;Amharic
50211,Swahili;English;Spanish;Marathi;Amharic
50212,Swahili;English;Chinese;Spanish;Amharic
50213,Lahnda;Somali;Swahili;English;Spanish;Hindi
50214,Lahnda;Swahili;English;Chinese;Spanish;Vietnamese;Amharic;French
50215,Turkish;English;Chinese;Spanish;Marathi
50216,Urdu;Lahnda;Japanese;English;Chinese;Spanish
50217,Lahnda;English;Spanish;Hindi;Amharic
50218,Swahili;English;Spanish;Amharic
50219,English;Spanish;German
50220,Swahili;Amharic
50221,Japanese;Chinese
50222,Lahnda;English;Spanish;Amharic
50223,Swahili;English;Spanish;Amharic
50224,Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Scala;Amharic
50225,Japanese;English;Spanish;Hindi;German;French
50226,Urdu;Chew
50227,Hindi;Russian;French
50228,Turkish;English;Spanish;Marathi;And
50229,Lahnda;Japanese;Somali;Clojure;English;Spanish;Hindi;Amharic;Korean
50230,Urdu;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic
50231,Chinese
50232,English;Chinese;Spanish;Amharic;German
50233,Swahili;English;Spanish;Marathi;German
50234,Lahnda;Japanese;Somali;Swahili;Turkish;English;Chinese;Spanish;Kotlin;Japanese;And
50235,English;Spanish;Vietnamese;Amharic
50236,Swahili;Amharic
50237,English;Spanish;Amharic;German
50238,Lahnda;Swahili;Spanish;Amharic;Arabic
50239,Swahili;German;Korean
50240,Lahnda;Swahili;Telugu;Amharic
50241,Japanese;French
50242,English;Spanish;German
50243,Japanese;Somali;English;Chinese;Spanish;Japanese;Marathi;Amharic;And
50244,Spanish;German
50245,Spanish;French
50246,Lahnda;Japanese;Somali;Clojure;Chinese;Spanish;Kotlin;Vietnamese
50247,Lahnda;Turkish;Chinese;Amharic
50248,Japanese;Somali;English;Marathi;Hindi;Arabic
50249,Chinese
50250,Lahnda;Somali;Swahili
50251,Chinese;Spanish;Hindi
50252,Urdu;Lahnda;Japanese;Swahili;English;Chinese;Spanish;Hindi;Russian;Vietnamese;Amharic
50253,Lahnda;Swahili;English;Chinese;Spanish;Amharic
50254,Lahnda;Hindi;Logu
50255,Swahili;English;Chinese;Spanish;Marathi;Amharic
50256,Japanese;Somali;English;Chinese;Marathi;Hindi;Amharic;Arabic
50257,Lahnda;Japanese;Somali;English;Spanish;Hindi;Bow
50258,Bow
50259,Somali;Swahili;English;Chinese;Spanish;Kotlin;Marathi;Amharic
50260,Lahnda;Japanese;English;Chinese;Spanish;Marathi;Hindi;Amharic
50261,Urdu;Lahnda;Japanese;Somali;Swahili;English;Marathi;Hindi;Arabic
50262,Somali;Swahili;Hindi
50263,Clojure;Chinese;French
50264,Swahili;English;Amharic;German
50265,Urdu;Lahnda;Japanese;Somali;Swahili;Turkish;English;Chinese;Spanish;Marathi;Hindi;Amharic
50266,Lahnda;English;Chinese;Spanish;Marathi;Hindi;Vietnamese
50267,Swahili;English;Spanish;German
50268,Lahnda;English;Spanish;Vietnamese;Logu;Amharic;German
50269,Lahnda;English;Chinese;Spanish;Marathi;Amharic
50270,Lahnda;Turkish;Spanish;Kotlin;Amharic;German
50271,Somali;Thart;Chinese;Kotlin;Marathi;Amharic
50272,English;Hindi
50273,Lahnda;English;Spanish;Hindi;Amharic
50274,Japanese;Somali;Swahili;English;Chinese;Spanish;Hindi;Amharic
50275,Lahnda;Chinese;Hindi
50276,Swahili;English;Spanish;Marathi;Amharic
50277,English;Spanish
50278,Swahili;English;Spanish;Amharic;French
50279,Somali;English;Spanish;Marathi;Amharic
50280,English;Spanish;Marathi;German
50281,Lahnda;Swahili;English;Chinese;Spanish;Hindi;Russian;And
50282,Lahnda;Japanese;Hindi
50283,Lahnda;English;Spanish;Marathi;Amharic
50284,Japanese;Somali;Swahili;English;Chinese;Marathi;Amharic;Arabic
50285,Lahnda;Japanese;Swahili;English;Spanish;Marathi;Hindi;Logu;Amharic;German;French
50286,English;Chinese;Spanish;Kotlin;Marathi;German
50287,Japanese;Somali;Swahili
50288,Chinese;Hindi
50289,Swahili;Spanish;Vietnamese;Amharic
50290,Lahnda;And;French
50291,Japanese;Somali;Chinese;Hindi
50292,English;Spanish;Hindi;German
50293,Swahili;English;Chinese;Spanish;Amharic
50294,Chawl;Chinese;Spanish;Japanese;Arabic
50295,Chinese;Hindi
50296,Swahili;English;Chinese;Spanish
50297,Japanese;Swahili;English;Spanish;Marathi;Hindi;Amharic;French
50298,Chinese;Scala;Amharic
50299,Lahnda;English;Chinese;Spanish;Marathi;Hindi;Amharic
50300,Spanish;Marathi
50301,English;Hindi;Amharic
50302,English;Spanish;Marathi;Hindi;Bow
50303,Lahnda;English;Chinese;Marathi;Hindi;Amharic;Arabic
50304,Somali;English;Chinese;Spanish;Hindi;Amharic
50305,Somali;Amharic;French
50306,English;Spanish;Chew
50307,Chinese;Japanese;And
50308,Swahili;Turkish;English;Chinese;Marathi;Amharic;And;German
50309,Chinese;Marathi
50310,Chinese
50311,Somali;English;Amharic;Arabic
50312,English;Chinese;Spanish
50313,Lahnda;English;Spanish;Vietnamese;Amharic;German
50314,Chinese;Spanish;Kotlin
50315,Swahili;English;Spanish;Hindi;Amharic;Arabic
50316,Japanese;Japanese;Hindi;And
50317,Chinese;Spanish;Kotlin
50318,Lahnda;English;Spanish;Marathi;Hindi
50319,Chinese;Amharic
50320,Thart;Turkish;Spanish;Hindi;Amharic
50321,Chinese;Japanese;And
50322,Somali;English;Chinese;Spanish;Hindi;Amharic;Arabic
50323,Swahili;English;Spanish;Amharic;French
50324,Lahnda;English;Spanish;Marathi;Hindi;Amharic
50325,Urdu;Japanese;Turkish;English;Spanish;Marathi;Logu;And;German;Korean
50326,Lahnda;Somali;Swahili;English;Chinese;Spanish;Marathi;Amharic
50327,English;Spanish
50328,Swahili;Chinese;Spanish;Amharic;German
50329,English;Chinese;Spanish;Kotlin;Hindi
50330,English;Chinese;Spanish;Marathi;Hindi;Amharic
50331,Turkish;English;Chinese;Spanish;Hindi;Amharic
50332,Chawl;Turkish;Chinese;Spanish;German
50333,English;Chinese;Amharic
50334,Chinese
50335,Lahnda;Turkish;Hindi;Logu;Amharic
50336,Swahili;English;Spanish;German
50337,Lahnda;Clojure;English;Spanish;Japanese;Hindi
50338,Chinese;Spanish
50339,Lahnda;English;Spanish
50340,Lahnda;Japanese;Somali;English;Chinese;Spanish;Marathi;Hindi;Amharic
50341,Japanese;And
50342,Lahnda;Somali;English;Spanish
50345,Urdu;Lahnda;Japanese;Somali;Swahili;Clojure;Thart;Chawl;Erlang;Telugu;Turkish;English;Chinese;Spanish;Japanese;Marathi;Hindi;Russian;Vietnamese;Amharic;And;German;Arabic;Korean;French
50346,Lahnda;Japanese;Somali;Swahili;English;Spanish;Marathi;Hindi
50347,Kotlin;French
50348,Somali;English;Chinese;Spanish;Marathi;Amharic
50349,Japanese;English;Chinese;Spanish;Marathi
50350,Lahnda;Swahili;English;Spanish;Marathi;Russian;Amharic
50351,Urdu;Somali;French
50352,Lahnda;English;Spanish;Hindi;Amharic
50353,Kotlin
50354,Lahnda;Somali;English;Hindi
50355,Lahnda;Swahili;English;Chinese;Spanish;Marathi;Amharic
50356,English;Chinese;Spanish;German
50357,Urdu;Lahnda;Japanese;Somali;French
